#chr	pos	class	strand	S1	S2
Chr1	233016	CHH	G	40/0.0/0/1	0
Chr1	233023	CHH	G	40/0.0/0/1	0
Chr1	233025	CHH	G	40/0.0/0/1	0
Chr1	233036	CHH	C	40/0.0/0/7	40/0.0/0/4
Chr1	233041	CHH	G	40/0.0/0/1	0
Chr1	233043	CHH	G	40/0.0/0/1	0
Chr1	233044	CHH	G	40/0.0/0/1	0
Chr1	233048	CHH	G	40/0.0/0/1	0
Chr1	233049	CHH	G	40/0.0/0/1	0
Chr1	233050	CHH	G	40/0.0/0/1	0
Chr1	233051	CHH	C	40/0.0/0/6	40/0.0/0/3
Chr1	233053	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	233055	CHH	C	40/0.0/0/6	40/0.0/0/5
Chr1	233056	CHG	C	40/0.0/0/6	40/0.0/0/5
Chr1	233058	CHG	G	40/0.0/0/1	0
Chr1	233060	CHH	C	40/0.0/0/5	40/0.0/0/5
Chr1	233063	CHH	G	40/0.0/0/1	0
Chr1	233066	CHH	G	40/0.0/0/1	0
Chr1	233068	CHH	G	40/0.0/0/1	0
Chr1	233070	CHH	G	40/0.0/0/1	0
Chr1	233074	CHH	G	40/0.0/0/1	0
Chr1	233075	CG	C	40/0.0/0/3	40/0.0/0/5
Chr1	233076	CG	G	40/0.0/0/1	0
Chr1	233079	CHG	C	40/0.0/0/3	40/0.0/0/5
Chr1	233081	CHG	G	40/0.0/0/1	0
Chr1	233083	CHH	G	40/0.0/0/2	0
Chr1	233085	CHH	C	40/0.0/0/2	40/0.0/0/5
Chr1	233095	CHH	G	40/0.0/0/2	0
Chr1	233097	CHH	C	40/0.0/0/4	40/0.0/0/7
Chr1	233098	CHH	C	40/0.0/0/5	40/0.0/0/7
Chr1	233102	CHH	G	40/0.0/0/1	0
Chr1	233105	CHH	G	40/0.0/0/1	0
Chr1	233106	CHH	G	40/0.0/0/1	0
Chr1	233107	CHH	G	40/0.0/0/1	0
Chr1	233108	CHH	G	40/0.0/0/1	0
Chr1	233110	CHH	G	40/0.0/0/1	0
Chr1	233112	CHH	G	40/0.0/0/1	0
Chr1	233115	CHH	G	40/0.0/0/1	0
Chr1	233122	CHH	C	40/0.0/0/7	40/12.5/1/7
Chr1	233135	CHH	C	0	40/0.0/0/6
Chr1	233138	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	233140	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	233141	CHH	G	40/0.0/0/1	0
Chr1	233144	CHH	C	40/0.0/0/9	40/0.0/0/6
Chr1	233147	CHG	C	40/0.0/0/7	40/0.0/0/6
Chr1	233149	CHG	G	40/0.0/0/1	0
Chr1	233158	CHG	C	40/0.0/0/9	40/0.0/0/7
Chr1	233160	CHG	G	40/0.0/0/1	40/0.0/0/2
Chr1	233163	CHH	C	40/0.0/0/8	40/0.0/0/7
Chr1	233164	CHH	C	40/0.0/0/8	40/0.0/0/7
Chr1	233165	CHH	C	40/0.0/0/8	40/0.0/0/7
Chr1	233168	CHG	C	40/0.0/0/8	40/0.0/0/7
Chr1	233170	CHG	G	40/0.0/0/3	40/0.0/0/2
Chr1	233174	CHH	C	40/0.0/0/8	40/0.0/0/7
Chr1	233178	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	233179	CHG	C	40/0.0/0/8	40/0.0/0/7
Chr1	233181	CHG	G	40/0.0/0/2	40/0.0/0/3
Chr1	233182	CHH	G	40/0.0/0/2	40/0.0/0/3
Chr1	233185	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	233192	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	233194	CG	C	40/0.0/0/6	40/0.0/0/7
Chr1	233195	CG	G	40/0.0/0/4	40/0.0/0/3
Chr1	233199	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233201	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233202	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233205	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233208	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233210	CG	C	40/0.0/0/6	40/0.0/0/6
Chr1	233211	CG	G	40/12.5/1/7	40/0.0/0/3
Chr1	233214	CG	C	40/0.0/0/6	40/0.0/0/6
Chr1	233215	CG	G	40/11.1/1/8	40/0.0/0/5
Chr1	233217	CHH	G	40/0.0/0/8	40/0.0/0/5
Chr1	233219	CHH	G	40/11.1/1/8	40/20.0/1/4
Chr1	233220	CHH	G	40/0.0/0/9	40/0.0/0/5
Chr1	233221	CHH	G	40/12.5/1/7	40/0.0/0/4
Chr1	233222	CHH	C	40/0.0/0/6	40/0.0/0/6
Chr1	233225	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	233226	CHH	G	40/0.0/0/7	40/0.0/0/4
Chr1	233227	CHH	C	40/0.0/0/6	40/0.0/0/9
Chr1	233228	CHG	C	40/0.0/0/6	40/0.0/0/8
Chr1	233230	CHG	G	40/0.0/0/7	40/0.0/0/6
Chr1	233232	CG	C	40/0.0/0/6	40/0.0/0/7
Chr1	233233	CG	G	40/0.0/0/8	40/0.0/0/6
Chr1	233234	CHG	G	40/0.0/0/8	40/0.0/0/5
Chr1	233235	CHH	G	40/0.0/0/7	40/0.0/0/6
Chr1	233238	CHH	C	40/0.0/0/6	40/0.0/0/8
Chr1	233239	CHH	C	40/0.0/0/6	40/0.0/0/8
Chr1	233240	CHH	C	40/0.0/0/6	40/0.0/0/7
Chr1	233241	CHG	C	40/0.0/0/6	40/0.0/0/7
Chr1	233243	CHG	G	40/0.0/0/8	40/0.0/0/3
Chr1	233246	CHH	G	40/0.0/0/8	40/0.0/0/4
Chr1	233248	CHH	C	40/0.0/0/4	40/0.0/0/6
Chr1	233249	CHH	C	40/0.0/0/4	40/0.0/0/5
Chr1	233251	CHG	C	40/0.0/0/4	40/0.0/0/6
Chr1	233253	CHG	G	40/0.0/0/8	40/0.0/0/5
Chr1	233254	CG	C	40/0.0/0/4	40/0.0/0/5
Chr1	233255	CG	G	40/0.0/0/8	40/0.0/0/5
Chr1	233257	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233260	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233263	CHH	G	40/0.0/0/10	40/0.0/0/3
Chr1	233265	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233267	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233268	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233270	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233272	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	233275	CHH	G	40/0.0/0/10	40/0.0/0/6
Chr1	233277	CHH	G	40/0.0/0/10	40/0.0/0/7
Chr1	233279	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233280	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233281	CHH	C	40/0.0/0/1	40/0.0/0/4
Chr1	233284	CHH	C	40/0.0/0/1	40/0.0/0/3
Chr1	233286	CG	C	40/0.0/0/1	40/0.0/0/2
Chr1	233287	CG	G	40/0.0/0/11	40/0.0/0/7
Chr1	233290	CHH	C	40/0.0/0/1	40/0.0/0/3
Chr1	233294	CHH	G	40/0.0/0/11	40/0.0/0/7
Chr1	233297	CHH	C	0	40/0.0/0/2
Chr1	233298	CHG	C	0	40/0.0/0/2
Chr1	233300	CHG	G	40/0.0/0/10	40/0.0/0/7
Chr1	233302	CHH	C	0	40/0.0/0/2
Chr1	233304	CHH	C	0	40/0.0/0/2
Chr1	233308	CHH	G	40/0.0/0/7	40/0.0/0/6
Chr1	233309	CHH	C	0	40/0.0/0/2
Chr1	233311	CHH	C	0	40/0.0/0/2
Chr1	233312	CHH	C	0	40/0.0/0/1
Chr1	233314	CHH	C	0	40/0.0/0/1
Chr1	233327	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	233331	CHH	C	0	40/0.0/0/1
Chr1	233336	CHH	C	0	40/0.0/0/1
Chr1	233344	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	233350	CHH	G	40/0.0/0/6	40/0.0/0/4
Chr1	233351	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	233354	CHH	C	0	40/0.0/0/1
Chr1	233355	CHH	C	0	40/0.0/0/1
Chr1	233360	CHH	C	0	40/0.0/0/2
Chr1	233363	CHG	C	0	40/0.0/0/2
Chr1	233365	CHG	G	40/0.0/0/6	40/0.0/0/3
Chr1	233368	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	233370	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	233371	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	233372	CHH	G	40/0.0/0/6	40/0.0/0/3
Chr1	233375	CHG	C	40/0.0/0/1	40/0.0/0/2
Chr1	233377	CHG	G	40/0.0/0/6	40/0.0/0/5
Chr1	233379	CHH	G	40/0.0/0/6	40/0.0/0/5
Chr1	233382	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	233386	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	233387	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	233390	CHH	G	40/0.0/0/6	40/0.0/0/4
Chr1	233394	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233398	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233399	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	233400	CHH	G	40/0.0/0/5	40/0.0/0/3
Chr1	233402	CG	C	40/0.0/0/1	40/0.0/0/3
Chr1	233403	CG	G	40/0.0/0/5	40/0.0/0/4
Chr1	233406	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233411	CHH	G	40/0.0/0/5	40/0.0/0/4
Chr1	233412	CHG	C	40/0.0/0/2	40/0.0/0/4
Chr1	233414	CHG	G	40/0.0/0/5	40/0.0/0/4
Chr1	233416	CHH	G	40/0.0/0/5	40/0.0/0/5
Chr1	233417	CHG	C	40/0.0/0/2	40/0.0/0/3
Chr1	233418	CG	C	40/0.0/0/2	40/0.0/0/4
Chr1	233419	CG	G	40/0.0/0/4	40/0.0/0/6
Chr1	233420	CHG	G	40/0.0/0/3	40/0.0/0/6
Chr1	233423	CHH	G	40/0.0/0/3	40/0.0/0/5
Chr1	233424	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233425	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233426	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233429	CHH	G	40/0.0/0/3	40/0.0/0/5
Chr1	233431	CHG	C	40/0.0/0/2	40/0.0/0/4
Chr1	233432	CG	C	40/0.0/0/2	40/0.0/0/4
Chr1	233433	CG	G	40/0.0/0/2	40/0.0/0/5
Chr1	233435	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233436	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233439	CHH	C	40/0.0/0/2	40/0.0/0/4
Chr1	233442	CHH	G	40/0.0/0/1	40/0.0/0/4
Chr1	233447	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233449	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233450	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233454	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	233458	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233463	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	233465	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	233468	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233470	CHH	C	40/0.0/0/2	0
Chr1	233471	CHG	C	40/0.0/0/2	0
Chr1	233473	CHG	G	0	40/0.0/0/2
Chr1	233475	CHH	G	0	40/0.0/0/3
Chr1	233479	CHH	G	0	40/0.0/0/1
Chr1	233481	CHH	C	40/0.0/0/1	0
Chr1	233484	CHH	G	0	40/0.0/0/2
Chr1	233488	CHH	C	40/0.0/0/1	0
Chr1	233500	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233501	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233506	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	233509	CHH	G	0	40/0.0/0/2
Chr1	233514	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233520	CG	C	40/0.0/0/2	40/0.0/0/1
Chr1	233521	CG	G	40/33.3/1/2	40/0.0/0/5
Chr1	233525	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233527	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233528	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233529	CHH	C	40/0.0/0/2	0
Chr1	233530	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233533	CG	C	40/0.0/0/1	40/0.0/0/1
Chr1	233534	CG	G	40/0.0/0/4	40/0.0/0/6
Chr1	233536	CHH	G	40/0.0/0/4	40/0.0/0/6
Chr1	233538	CHH	G	40/0.0/0/4	40/0.0/0/7
Chr1	233539	CHH	G	40/0.0/0/4	40/0.0/0/6
Chr1	233540	CHH	G	40/0.0/0/4	40/0.0/0/6
Chr1	233543	CHH	C	40/0.0/0/1	40/0.0/0/1
Chr1	233547	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233548	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233551	CHH	G	40/0.0/0/5	40/0.0/0/7
Chr1	233553	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	233554	CHH	C	40/0.0/0/4	40/0.0/0/1
Chr1	233559	CHH	G	40/0.0/0/6	40/0.0/0/8
Chr1	233560	CHG	C	40/0.0/0/3	40/0.0/0/2
Chr1	233562	CHG	G	40/0.0/0/6	40/0.0/0/8
Chr1	233564	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233568	CHH	G	40/0.0/0/6	40/0.0/0/8
Chr1	233570	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233571	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233572	CHH	C	40/0.0/0/4	40/0.0/0/2
Chr1	233575	CHH	G	40/0.0/0/6	40/0.0/0/7
Chr1	233576	CHH	G	40/0.0/0/5	40/0.0/0/7
Chr1	233579	CHH	G	40/0.0/0/6	0
Chr1	233582	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	233583	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	233584	CHG	C	40/0.0/0/5	40/0.0/0/3
Chr1	233586	CHG	G	40/0.0/0/7	40/0.0/0/8
Chr1	233588	CHH	C	40/0.0/0/5	40/0.0/0/3
Chr1	233593	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	233594	CHH	C	40/0.0/0/5	40/0.0/0/3
Chr1	233595	CHH	C	40/0.0/0/5	40/0.0/0/3
Chr1	233597	CHH	C	40/0.0/0/4	40/0.0/0/3
Chr1	233600	CHH	G	40/0.0/0/7	40/0.0/0/5
Chr1	233603	CG	C	40/100.0/3/0	40/100.0/3/0
Chr1	233604	CG	G	40/83.3/5/1	40/100.0/6/0
Chr1	233605	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	233606	CHG	C	40/0.0/0/3	40/0.0/0/3
Chr1	233608	CHG	G	40/0.0/0/7	40/0.0/0/6
Chr1	233609	CHH	C	40/0.0/0/3	40/0.0/0/3
Chr1	233610	CHG	C	40/0.0/0/3	40/0.0/0/3
Chr1	233612	CHG	G	40/0.0/0/6	40/0.0/0/6
Chr1	233614	CG	C	40/100.0/3/0	40/100.0/3/0
Chr1	233615	CG	G	40/100.0/7/0	40/80.0/4/1
Chr1	233618	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	233619	CHG	C	40/0.0/0/2	40/0.0/0/3
Chr1	233621	CHG	G	40/0.0/0/5	40/0.0/0/3
Chr1	233622	CHG	C	40/0.0/0/2	40/0.0/0/3
Chr1	233624	CHG	G	40/20.0/1/4	40/0.0/0/4
Chr1	233627	CG	C	40/100.0/2/0	40/100.0/2/0
Chr1	233628	CG	G	40/100.0/6/0	40/100.0/3/0
Chr1	233629	CHG	G	40/16.7/1/5	40/33.3/1/2
Chr1	233631	CHH	G	40/0.0/0/6	40/0.0/0/2
Chr1	233632	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	233634	CG	C	40/100.0/2/0	40/50.0/1/1
Chr1	233635	CG	G	40/100.0/5/0	40/0.0/0/1
Chr1	233641	CHH	G	40/0.0/0/5	40/0.0/0/2
Chr1	233644	CG	C	40/100.0/2/0	40/100.0/3/0
Chr1	233645	CG	G	40/100.0/4/0	40/100.0/2/0
Chr1	233646	CHG	G	40/0.0/0/4	40/0.0/0/1
Chr1	233653	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	233658	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	233664	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	233665	CHH	G	40/0.0/0/4	40/0.0/0/1
Chr1	233668	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	233673	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	233680	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	233681	CHH	G	40/0.0/0/2	0
Chr1	233685	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	233686	CHH	C	40/0.0/0/1	40/0.0/0/2
Chr1	233696	CHG	C	0	40/0.0/0/2
Chr1	233721	CHG	G	0	40/0.0/0/1
Chr1	233738	CHG	G	0	40/0.0/0/1
Chr1	233768	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	233778	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	233787	CHH	G	40/0.0/0/3	40/0.0/0/3
Chr1	233789	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	233800	CHG	C	40/0.0/0/1	0
Chr1	233802	CHG	G	40/0.0/0/3	40/0.0/0/2
Chr1	233807	CHH	C	40/0.0/0/1	0
Chr1	233809	CHG	C	40/0.0/0/1	0
Chr1	233811	CHG	G	40/0.0/0/4	40/0.0/0/2
Chr1	233814	CHH	G	40/0.0/0/4	40/0.0/0/3
Chr1	233816	CHH	C	40/0.0/0/1	0
Chr1	233821	CHH	G	40/0.0/0/4	40/0.0/0/4
Chr1	233825	CHH	C	40/0.0/0/1	0
Chr1	233829	CHH	C	40/0.0/0/1	0
Chr1	233831	CHH	C	40/0.0/0/1	0
Chr1	233833	CHH	C	40/0.0/0/1	0
Chr1	233835	CHH	C	40/0.0/0/1	0
Chr1	233838	CHH	C	40/0.0/0/1	0
Chr1	233845	CHH	C	40/0.0/0/1	0
Chr1	233848	CHH	G	40/0.0/0/4	40/0.0/0/2
Chr1	233850	CHH	C	40/0.0/0/1	0
Chr1	233854	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	233859	CHH	G	40/0.0/0/3	40/0.0/0/2
Chr1	233867	CHH	C	40/0.0/0/1	0
Chr1	233871	CHH	C	40/0.0/0/1	0
Chr1	233874	CHH	C	40/0.0/0/1	0
Chr1	233877	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	233880	CHH	C	40/0.0/0/1	0
Chr1	233883	CHH	C	40/0.0/0/1	0
Chr1	233892	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	233893	CHH	C	40/0.0/0/2	0
Chr1	233897	CHH	C	40/0.0/0/2	0
Chr1	233898	CHH	C	40/0.0/0/2	0
Chr1	233900	CHH	C	40/0.0/0/2	40/0.0/0/1
Chr1	233907	CHG	C	40/0.0/0/2	40/0.0/0/2
Chr1	233909	CHG	G	40/0.0/0/1	40/0.0/0/3
Chr1	233911	CHH	C	40/0.0/0/2	40/0.0/0/2
Chr1	233913	CHH	C	40/0.0/0/2	40/33.3/1/2
Chr1	233917	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	233918	CHH	C	40/0.0/0/2	40/0.0/0/3
Chr1	233923	CHH	G	0	40/0.0/0/4
Chr1	233924	CHH	G	0	40/0.0/0/3
Chr1	233926	CHH	C	40/0.0/0/3	40/0.0/0/2
Chr1	233931	CHH	G	0	40/0.0/0/2
Chr1	233932	CHH	G	0	40/0.0/0/2
Chr1	233940	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233943	CHH	C	40/0.0/0/6	40/0.0/0/4
Chr1	233944	CHG	C	40/0.0/0/7	40/0.0/0/4
Chr1	233946	CHG	G	40/0.0/0/1	40/0.0/0/3
Chr1	233950	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233952	CG	C	40/0.0/0/9	40/20.0/1/4
Chr1	233953	CG	G	40/0.0/0/1	40/0.0/0/3
Chr1	233954	CHG	G	40/0.0/0/1	40/0.0/0/3
Chr1	233962	CHH	G	40/0.0/0/1	40/0.0/0/3
Chr1	233971	CHH	G	0	40/0.0/0/3
Chr1	233972	CHH	C	40/0.0/0/11	40/0.0/0/8
Chr1	233973	CHG	C	40/0.0/0/11	40/0.0/0/5
Chr1	233975	CHG	G	0	40/0.0/0/2
Chr1	233976	CHH	G	0	40/0.0/0/2
Chr1	233979	CHH	C	40/0.0/0/11	40/0.0/0/6
Chr1	233982	CHH	G	40/0.0/0/1	40/100.0/1/0
Chr1	233983	CG	C	40/0.0/0/9	40/0.0/0/8
Chr1	233984	CG	G	40/0.0/0/1	40/100.0/1/0
Chr1	233990	CHH	G	40/0.0/0/1	0
Chr1	234004	CHG	C	40/0.0/0/12	40/0.0/0/9
Chr1	234006	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	234008	CHG	C	40/0.0/0/12	40/0.0/0/7
Chr1	234010	CHG	G	40/0.0/0/3	40/0.0/0/1
Chr1	234012	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	234015	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	234018	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	234019	CG	C	40/100.0/11/0	40/100.0/12/0
Chr1	234020	CG	G	40/75.0/3/1	40/100.0/1/0
Chr1	234021	CHH	C	40/0.0/0/12	40/0.0/0/14
Chr1	234026	CHH	G	40/0.0/0/3	40/0.0/0/1
Chr1	234027	CG	C	40/100.0/9/0	40/100.0/11/0
Chr1	234028	CG	G	40/80.0/4/1	40/100.0/1/0
Chr1	234029	CHG	G	40/0.0/0/5	40/0.0/0/1
Chr1	234037	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	234038	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	234044	CHH	C	40/0.0/0/11	40/0.0/0/11
Chr1	234047	CHH	G	40/0.0/0/5	40/0.0/0/1
Chr1	234049	CHH	C	40/0.0/0/9	40/0.0/0/12
Chr1	234050	CHH	C	40/0.0/0/9	40/0.0/0/12
Chr1	234051	CHH	C	40/0.0/0/9	40/0.0/0/13
Chr1	234052	CHH	C	40/0.0/0/9	40/0.0/0/12
Chr1	234056	CHH	G	40/0.0/0/6	40/0.0/0/1
Chr1	234060	CHG	C	40/0.0/0/8	40/0.0/0/9
Chr1	234062	CHG	G	40/0.0/0/6	0
Chr1	234068	CHH	C	40/0.0/0/9	40/0.0/0/12
Chr1	234069	CHH	C	40/0.0/0/8	40/0.0/0/12
Chr1	234070	CHH	C	40/0.0/0/9	40/0.0/0/11
Chr1	234075	CHH	C	40/0.0/0/9	40/0.0/0/11
Chr1	234077	CHH	C	40/0.0/0/9	40/0.0/0/11
Chr1	234083	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	234086	CHH	G	40/0.0/0/2	40/0.0/0/1
Chr1	234091	CG	C	40/100.0/10/0	40/90.0/9/1
Chr1	234092	CG	G	40/100.0/2/0	40/100.0/1/0
Chr1	234093	CHG	C	40/0.0/0/10	40/0.0/0/12
Chr1	234095	CHG	G	40/0.0/0/1	40/0.0/0/1
Chr1	234097	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234098	CHH	C	40/0.0/0/9	40/0.0/0/11
Chr1	234100	CHH	C	40/0.0/0/10	40/0.0/0/11
Chr1	234101	CHH	C	40/0.0/0/11	40/8.3/1/11
Chr1	234103	CHH	C	40/0.0/0/11	40/0.0/0/9
Chr1	234108	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	234109	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	234113	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	234116	CHH	G	40/0.0/0/1	40/0.0/0/2
Chr1	234118	CHH	C	40/0.0/0/11	40/0.0/0/5
Chr1	234119	CHG	C	40/0.0/0/11	40/0.0/0/6
Chr1	234121	CHG	G	0	40/0.0/0/2
Chr1	234127	CHH	C	40/0.0/0/12	40/0.0/0/7
Chr1	234131	CHH	G	0	40/0.0/0/2
Chr1	234136	CHG	C	40/0.0/0/13	40/16.7/1/5
Chr1	234137	CG	C	40/91.7/11/1	40/100.0/9/0
Chr1	234139	CHH	C	40/0.0/0/14	40/0.0/0/9
Chr1	234144	CHH	G	0	40/0.0/0/1
Chr1	234145	CG	C	40/100.0/13/0	40/100.0/7/0
Chr1	234146	CG	G	0	40/100.0/1/0
Chr1	234147	CHH	C	40/0.0/0/13	40/14.3/1/6
Chr1	234150	CHH	C	40/0.0/0/14	40/0.0/0/8
Chr1	234155	CHH	C	40/0.0/0/15	40/10.0/1/9
Chr1	234159	CHH	C	40/0.0/0/15	40/0.0/0/10
Chr1	234164	CHH	G	0	40/0.0/0/1
Chr1	234168	CHH	G	0	40/0.0/0/1
Chr1	234169	CHH	C	40/0.0/0/19	40/0.0/0/13
Chr1	234172	CHH	C	40/0.0/0/21	40/0.0/0/14
Chr1	234179	CHH	C	40/0.0/0/23	40/0.0/0/14
Chr1	234181	CHG	C	40/0.0/0/23	40/0.0/0/14
Chr1	234183	CHG	G	0	40/0.0/0/1
Chr1	234188	CHH	G	0	40/0.0/0/1
Chr1	234191	CHH	G	0	40/0.0/0/1
Chr1	234193	CHH	G	0	40/0.0/0/1
Chr1	234196	CHH	C	40/0.0/0/28	40/0.0/0/15
Chr1	234222	CG	C	40/95.7/22/1	40/87.5/14/2
Chr1	234224	CHH	C	40/0.0/0/27	40/0.0/0/17
Chr1	234236	CHH	G	40/0.0/0/1	0
Chr1	234240	CHG	C	40/0.0/0/24	40/0.0/0/14
Chr1	234242	CHG	G	40/0.0/0/1	0
Chr1	234244	CHH	G	40/0.0/0/1	0
Chr1	234245	CHH	C	40/0.0/0/22	40/0.0/0/14
Chr1	234249	CHH	C	40/0.0/0/22	40/0.0/0/12
Chr1	234250	CHH	C	40/0.0/0/22	40/0.0/0/14
Chr1	234252	CHG	C	40/0.0/0/23	40/5.6/1/17
Chr1	234254	CHG	G	40/0.0/0/1	40/0.0/0/1
Chr1	234256	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234257	CG	C	40/95.8/23/1	40/93.3/14/1
Chr1	234258	CG	G	40/100.0/1/0	40/100.0/1/0
Chr1	234262	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234266	CHH	C	40/0.0/0/22	40/0.0/0/15
Chr1	234269	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234270	CHG	C	40/0.0/0/19	40/0.0/0/14
Chr1	234272	CHG	G	40/0.0/0/1	40/0.0/0/1
Chr1	234274	CHH	C	40/0.0/0/19	40/0.0/0/14
Chr1	234275	CHG	C	40/0.0/0/19	40/0.0/0/15
Chr1	234277	CHG	G	0	40/0.0/0/1
Chr1	234278	CHH	G	0	40/0.0/0/1
Chr1	234282	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234288	CHH	G	40/0.0/0/1	40/0.0/0/1
Chr1	234290	CHH	C	40/0.0/0/19	40/0.0/0/12
Chr1	234292	CHH	C	40/0.0/0/20	40/0.0/0/12
